name,death_cause,date,agency_name,state,state_name
Deputy Sheriff Willard Griggs,Gunfire,1869-08-02,Rensselaer County Sheriff's Office,NY,New York
Patrolman John A. Branagan,Other,1869-08-10,New York Metropolitan Police Force,NY,New York
Deputy Sheriff Duff G. Williams,Gunfire,1869-08-26,Smith County Sheriff's Office,TX,Texas
Sheriff Thomas Wilson Napier,Gunfire,1869-09-18,Lincoln County Sheriff's Office,KY,Kentucky
Township Constable William Semans,Gunfire,1869-09-26,Ellsworth Police Department,KS,Kansas
Deputy Sheriff Edward Faust,Gunfire,1869-10-18,Dewitt County Sheriff's Office,TX,Texas
Posseman Henry Gonzalvo Woods,Gunfire,1869-10-18,Dewitt County Sheriff's Office,TX,Texas
Deputy Sheriff Lewis C. Story,Gunfire,1869-10-27,Clinton County Sheriff's Department,KY,Kentucky
Police Deputy Ira M. Buchanan,Gunfire,1869-11-13,Junction City Police Department,KS,Kansas
Deputy Sheriff Nelson Maxey,Gunfire,1869-11-19,Washington County Sheriff's Office,TX,Texas
Police Officer Daniel McMullen,Assault,1869-12-18,Pittsburgh Police Department,PA,Pennsylvania
Special Constable John B. Drummond,Gunfire,1869-12-24,Brunswick County Constable's Office,VA,Virginia
Patrolman John D. Sullivan,Gunfire,1869-12-25,Savannah Police Department,GA,Georgia
Police Officer A. G. Hearn,Other,1870-02-09,Bryan Police Department,TX,Texas
Sheriff David William L. Mizell,Gunfire,1870-02-21,Orange County Sheriff's Office,FL,Florida
Deputy City Marshal Eli Stallings,Gunfire,1870-03-12,Bastrop Police Department,TX,Texas
Special Officer Richard O. Busch,Gunfire,1870-03-20,Richmond Police Department,VA,Virginia
Sheriff John H. Wisner,Gunfire,1870-03-30,Ouachita Parish Sheriff's Office,LA,Louisiana
Officer William Johnson,Assault,1870-04-12,Jacksonville Police Department,FL,Florida
Officer Uriah H. Sears,Other,1870-04-18,Cincinnati Police Department,OH,Ohio
Undersheriff Henry Bodine,Gunfire,1870-04-20,Labette County Sheriff's Office,KS,Kansas
Sergeant James T. Cox,Other,1870-04-27,Richmond Police Department,VA,Virginia
Officer James M. Carter,Other,1870-04-27,Richmond Police Department,VA,Virginia
Officer William R. Cray,Other,1870-04-27,Richmond Police Department,VA,Virginia
Officer John Kerr,Other,1870-04-27,Richmond Police Department,VA,Virginia
Officer Michael McCarthy,Other,1870-04-27,Richmond Police Department,VA,Virginia
Officer John R. Meagher,Other,1870-04-27,Richmond Police Department,VA,Virginia
Officer James A. Seay,Other,1870-04-27,Richmond Police Department,VA,Virginia
Officer Julius Schultz,Other,1870-04-27,Richmond Police Department,VA,Virginia
Captain D. G. Tourgee,Other,1870-04-27,Richmond Police Department,VA,Virginia
Officer James M. Walker,Other,1870-04-27,Richmond Police Department,VA,Virginia
Posseman Festus Sprague,Gunfire,1870-05-03,Grantsville Police Department,UT,Utah
Sheriff Dennis J. Kelly,Gunfire,1870-06-13,Nueces County Sheriff's Office,TX,Texas
Policeman Dennis Sullivan,Assault,1870-06-14,Philadelphia Police Department,PA,Pennsylvania
Sheriff William M. Thompson,Gunfire,1870-06-14,Washington County Sheriff's Office,TX,Texas
Constable Jere McCheane,Other,1870-06-26,Omaha Police Department,NE,Nebraska
Police Officer James Murphy,Assault,1870-07-05,Baltimore City Police Department,MD,Maryland
Sheriff Gaylord Lyman,Gunfire,1870-07-10,Lucas County Sheriff's Office,IA,Iowa
Patrolman John Regan,Other,1870-07-13,Memphis Police Department,TN,Tennessee
Officer William M. Landers,Other,1870-07-30,Kentucky Central Railroad Police Department,RR,
Warden William Willard,Other,1870-08-14,Connecticut Department of Correction,CT,Connecticut
Deputy John A. McClain,Gunfire,1870-09-17,Colusa County Sheriff's Department,CA,California
City Marshal William Warren,Gunfire,1870-10-31,Los Angeles Police Department,CA,California
City Marshal Thomas J. Smith,Gunfire,1870-11-02,Abilene Police Department,KS,Kansas
City Marshal Henry C. Seaman,Gunfire,1870-11-07,Baxter Springs Police Department,KS,Kansas
Private Lorenzo Biediger,Assault,1870-12-06,Texas Rangers,TX,Texas
Private Walter Richarz,Assault,1870-12-06,Texas Rangers,TX,Texas
Private Joseph R. Riff,Assault,1870-12-06,Texas Rangers,TX,Texas
Private Albert M. Swift,Other,1870-12-27,Texas Rangers,TX,Texas
City Marshal Laban John Hoffman,Gunfire,1871-01-06,Waco Police Department,TX,Texas
Deputy Sheriff James McMahan,Gunfire,1871-01-16,Dallas County Sheriff's Department,TX,Texas
Deputy Sheriff Charles H. Nichols,Gunfire,1871-01-20,Dallas County Sheriff's Department,TX,Texas
Private Jim Smalley,Gunfire,1871-01-22,Texas State Police,TX,Texas
Patrolman Niels L. Hansen,Gunfire (Accidental),1871-02-18,Chicago Police Department,IL,Illinois
Private General Bell,Gunfire,1871-02-25,Texas State Police,TX,Texas
Private Robert Steen,Gunfire,1871-04-27,Texas State Police,TX,Texas
Sheriff John McIver,Gunfire,1871-05-01,Jackson County Sheriff's Department,TX,Texas
Police Officer Joseph Clark,Gunfire,1871-05-22,Baltimore City Police Department,MD,Maryland
"Police Officer David Wilber, Jr.",Gunfire,1871-07-08,Chelsea Police Department,MA,Massachusetts
Special Deputy Constable Jack B. Archer,Gunfire,1871-07-12,Grayson County Constable's Office - Precinct 1,TX,Texas
Sheriff Peter R. Lanahan,Gunfire,1871-07-18,Ellis County Sheriff's Office,KS,Kansas
Constable Jacob H. Baughman,Gunfire,1871-07-21,Greene County Sheriff's Department,MO,Missouri
Private August Werner,Gunfire,1871-08-14,Texas State Police,TX,Texas
Detective John H. Richards,Gunfire,1871-09-14,Baltimore City Police Department,MD,Maryland
Sheriff James T. Dana,Assault,1871-09-20,Yuma County Sheriff's Department,AZ,Arizona
Posse Member Mono Jim,Gunfire,1871-09-23,Mono County Sheriff's Office,CA,California
Posse Member Robert Morrison,Gunfire,1871-09-23,Mono County Sheriff's Office,CA,California
Deputy Sheriff Carlos B. King,Gunfire,1871-09-23,Sedgwick County Sheriff's Office,KS,Kansas
Patrolman Isaac Jones,Assault,1871-09-23,Pittsburgh Police Department,PA,Pennsylvania
Constable Samuel T. Herrington,Gunfire,1871-10-04,Concord Township Police Department,MO,Missouri
Special Deputy Marshal Mike Williams,Gunfire (Accidental),1871-10-05,Abilene Police Department,KS,Kansas
Special Police Officer Green Paramore,Gunfire,1871-10-06,Texas State Police,TX,Texas
Prison Guard F. M. Isaacs,Gunfire,1871-10-13,Nevada State Prison,NV,Nevada
Patrolman John Wilson,Gunfire,1871-11-11,Portsmouth Police Department,VA,Virginia
Deputized Civilian David W. Harvell,Gunfire,1871-12-14,Nacogdoches County Constable's Office,TX,Texas
Policeman Benjamin Cline,Gunfire,1871-12-18,Union City Police Department,TN,Tennessee
Constable John Birdwell,Gunfire,1871-12-19,Nacogdoches County Constable's Office,TX,Texas
Constable Moses Ford,Assault,1871-12-23,Independence County Sheriff's Department,AR,Arkansas
Officer Francis M. Doyle,Gunfire,1871-12-29,Metropolitan Police Department,DC,District of Columbia
Sheriff Juan C. Tafoya,Gunfire,1872-02-06,Las Animas County Sheriff's Office,CO,Colorado
Police Officer Mansel W. Rasbury,Gunfire,1872-03-07,Atlanta Police Department,GA,Georgia
Detective Phillip Lambreck,Assault,1872-03-14,New York Metropolitan Police Force,NY,New York
Keeper Samuel Calvert,Other,1872-03-17,New York State Department of Correctional Services,NY,New York
Sheriff James B. Rogers,Gunfire,1872-04-13,Freestone County Sheriff's Office,TX,Texas
Private John Americas Stewart,Gunfire,1872-05-16,Texas State Police,TX,Texas
City Marshal C. M. Taylor,Gunfire,1872-06-29,Baxter Springs Police Department,KS,Kansas
Patrolman John J. Donohue,Assault,1872-07-07,Brooklyn Police Department,NY,New York
Township Constable Charles F. Lehman,Gunfire,1872-07-23,Anaheim Police Department,CA,California
Patrolman Patrick O'Meara,Gunfire,1872-08-05,Chicago Police Department,IL,Illinois
Police Officer John Christopher,Gunfire,1872-08-18,Baltimore City Police Department,MD,Maryland
Policeman Lewis Lare,Gunfire,1872-08-21,Philadelphia Police Department,PA,Pennsylvania
Deputy Sheriff William N. Wright,Gunfire,1872-10-06,Caddo Parish Sheriff's Office,LA,Louisiana
Policeman Daniel McGonigle,Gunfire,1872-10-09,Philadelphia Police Department,PA,Pennsylvania
Police Officer Franklin Fullum,Other,1872-11-22,Baltimore City Police Department,MD,Maryland
Sheriff Daniel Jackson Brownell,Gunfire,1872-11-26,Holmes County Sheriff's Office,FL,Florida
Police Officer James T. Harvey,Other,1873-01-12,Baltimore City Police Department,MD,Maryland
Deputy Constable John Stark,Gunfire,1873-02-20,Grayson County Constable's Office - Precinct 6,TX,Texas
Patrolman James Harris Rosser,Other,1873-02-26,Shreveport Police Department,LA,Louisiana
Private James M. Daniels,Gunfire,1873-03-14,Texas State Police,TX,Texas
Private Wesley Cherry,Gunfire,1873-03-14,Texas State Police,TX,Texas
Captain Thomas G. Williams,Gunfire,1873-03-14,Texas State Police,TX,Texas
Police Officer John Ferguson,Other,1873-04-06,Galveston Police Department,TX,Texas
Private Andrew Melville,Gunfire,1873-04-10,Texas State Police,TX,Texas
Deputy Sheriff William Hubbard,Assault,1873-04-28,Aroostook County Sheriff's Department,ME,Maine
Deputy Sheriff Granville A. Hayden,Assault,1873-04-28,Aroostook County Sheriff's Department,ME,Maine
"Deputy Sheriff Burwell J. ""Burt"" Blankenship",Gunfire,1873-07-24,McLennan County Sheriff's Department,TX,Texas
Patrolman Christian Jacobs,Gunfire,1873-08-18,Chicago Police Department,IL,Illinois
Sheriff Chauncey Belden Whitney,Gunfire,1873-08-18,Ellsworth County Sheriff's Department,KS,Kansas
Sheriff George Washington Law,Gunfire,1873-08-23,Callaway County Sheriff's Department,MO,Missouri
Deputy Sheriff W. W. Dundon,Gunfire,1873-09-03,Callaway County Sheriff's Department,MO,Missouri
Deputy Sheriff Ora M. Nason,Gunfire (Accidental),1873-09-20,Bent County Sheriff's Office,CO,Colorado
Police Officer Albert H. Bowen,Gunfire,1873-10-16,Provo Police Department,UT,Utah
Sheriff Simmons D. Alsobrook,Gunfire,1873-11-01,Lauderdale County Sheriff's Office,TN,Tennessee
Constable William Stewart Mettler,Gunfire,1873-11-06,Kern County Sheriff's Department,CA,California
Town Marshal Enoch Cooksey,Gunfire,1873-11-15,McMinnville Police Department,TN,Tennessee
Deputy Sheriff Henry C. Banks,Gunfire,1873-11-16,Hays County Sheriff's Department,TX,Texas
Patrolman Edward L. Burns,Assault,1873-12-02,New York Municipal Police Department,NY,New York
Police Officer John Shannon Day,Gunfire,1874-02-05,Denison Police Department,TX,Texas
Deputy Sheriff Edwin P. Daniels,Gunfire,1874-03-17,St. Clair County Sheriff's Department,MO,Missouri
Undersheriff John J. Ellis,Other,1874-03-21,Elko County Sheriff's Office,NV,Nevada
Policeman J. Peter Mooney,Assault,1874-04-18,Rome Police Department,GA,Georgia
Keeper Charles Ernst,Assault,1874-05-04,Greene County Sheriff's Office,NY,New York
Custody Officer George Chamberlain,Gunfire,1874-05-11,Indiana Department of Correction,IN,Indiana
Deputy Sheriff Charles Webb,Gunfire,1874-05-26,Brown County Sheriff's Department,TX,Texas
Deputy Sheriff Jabez C. Pierson,Gunfire,1874-06-09,Bosque County Sheriff's Office,TX,Texas
Officer Charles F. Schoppe,Gunfire,1874-06-13,Portland Police Bureau,OR,Oregon
Officer James P. Farmer,Gunfire,1874-06-17,Bryan Police Department,TX,Texas
Constable O. A. Wilson,Gunfire,1874-06-27,Osage Township Police Department,MO,Missouri
Private David W. H. Bailey,Assault,1874-07-12,Texas Rangers,TX,Texas
"Private William A. ""Billy"" Glass",Gunfire,1874-07-12,Texas Rangers,TX,Texas
Officer John G. Duff,Gunfire,1874-08-10,Versailles Police Department,MO,Missouri
"Deputy Sheriff Richard ""Dick"" Roach",Gunfire,1874-08-22,Hillsborough County Sheriff's Office,FL,Florida
Patrolman John A. Weimar,Gunfire,1874-08-24,Pittsburgh Police Department,PA,Pennsylvania
Substitute Patrolman Abraham Bird,Gunfire,1874-09-02,Cincinnati Police Department,OH,Ohio
Chief of Police Philip Schuyler Smith,Assault,1874-09-16,Hackettstown Police Department,NJ,New Jersey
Private W. H. Cliff,Other,1874-09-23,Texas Rangers,TX,Texas
Special Officer William Hogsett,Other,1874-10-03,Oswego Police Department,KS,Kansas
Deputy Sheriff Robert F. Hagood,Gunfire,1874-10-14,Hunt County Sheriff's Office,TX,Texas
Patrolman Thomas Evers,Other,1874-11-08,New York Municipal Police Department,NY,New York
Police Officer Charles G. Bratton,Other,1874-11-27,Burlingame Police Department,KS,Kansas
Deputy Sheriff John Morgan,Gunfire,1874-12-02,Bosque County Sheriff's Office,TX,Texas
Deputy Sheriff Parker Morgan,Gunfire,1874-12-02,Bosque County Sheriff's Office,TX,Texas
Special Police Officer Mathew Hamilton,Heart attack,1874-12-03,Winona Police Department,MN,Minnesota
"Officer William  ""Will"" Albright",Gunfire,1874-12-04,Paris Police Department,TX,Texas
Deputy Sheriff James Robert Godley,Gunfire,1874-12-13,Anderson County Sheriff's Department,TX,Texas
Chief of Police Matthew W. Murphy,Gunfire,1874-12-26,Columbus Police Department,GA,Georgia
Deputy Jimmy Carr,Gunfire,1875-01-15,Scott County Sheriff's Office,MO,Missouri
Deputy Marshal George Carney,Gunfire,1875-01-20,Bedford Police Department,IN,Indiana
Jailer Zack Hall,Gunfire,1875-01-27,Robertson County Sheriff's Department,TX,Texas
Officer Cornelius L. Fahey,Gunfire,1875-03-08,Austin Police Department,TX,Texas
Deputy Keeper Bartholomew B. Purdy,Heart attack,1875-03-29,New York City Department of Correction,NY,New York
Constable T. C. Craig,Gunfire,1875-04-27,Houston County Constable's Office - Precinct 3,TX,Texas
Patrolman Edward Riebsamen,Gunfire,1875-04-29,Wilkes-Barre Police Department,PA,Pennsylvania
Patrolman Robert T. Frazier,Gunfire,1875-04-30,Nashville City Police Department,TN,Tennessee
Police Officer Charles Patman,Gunfire,1875-05-02,Denison Police Department,TX,Texas
Captain Josiah D. Baxter,Gunfire,1875-05-03,Plymouth Police Department,MA,Massachusetts
Deputy Sheriff Robert Ned Clendennen,Gunfire,1875-05-21,Limestone County Sheriff's Department,TX,Texas
Sheriff Alexander Ramsey,Gunfire,1875-06-07,Ellis County Sheriff's Office,KS,Kansas
Private L. B. Smith,Gunfire,1875-06-12,Texas Rangers,TX,Texas
Patrolman John L. Hart,Gunfire,1875-06-13,Shreveport Police Department,LA,Louisiana
Patrolman Jacob Reupp,Gunfire,1875-06-14,Trenton Police Department,NJ,New Jersey
Patrolman John Michael Kick,Gunfire,1875-06-15,Cleveland Police Department,OH,Ohio
Officer Albert M. Logan,Gunfire,1875-06-28,Ottumwa Police Department,IA,Iowa
Patrolman Benjamin K. Yost,Gunfire,1875-07-06,Tamaqua Borough Police Department,PA,Pennsylvania
Undersheriff Zach Allen,Gunfire (Accidental),1875-08-09,Rio Grande County Sheriff's Office,CO,Colorado
Patrolman John Cummings,Assault,1875-09-10,St. Louis Metropolitan Police Department,MO,Missouri
Sheriff Joseph H. Baker,Gunfire,1875-10-12,Portage County Sheriff's Department,WI,Wisconsin
Patrol Officer George M. Crowell,Assault,1875-12-22,Lynn Police Department,MA,Massachusetts
City Marshal Thomas H. Chandler,Gunfire,1875-12-27,Lebanon Police Department,KY,Kentucky
Town Constable Charles Kast,Gunfire,1876-02-08,Las Animas Police Department,CO,Colorado
Sheriff Richard Kirk,Gunfire,1876-02-21,Young County Sheriff's Office,TX,Texas
Patrolman Anthony Kemper,Assault,1876-02-23,Cincinnati Police Department,OH,Ohio
Posse Member Judge Edward Lampley,Gunfire,1876-02-28,Dewitt County Sheriff's Office,TX,Texas
"Deputy Sheriff Moses L. ""Moak"" Wright",Gunfire,1876-03-03,McLennan County Sheriff's Department,TX,Texas
Warden Matthew B. Burgher,Assault,1876-03-16,Utah Department of Corrections,UT,Utah
Substitute Patrolman Edward Gallagher,Gunfire,1876-03-25,Cincinnati Police Department,OH,Ohio
"Deputy Sheriff Abner B. Womack, Jr.",Gunfire,1876-04-07,Montgomery County Sheriff's Office,TX,Texas
"Officer William H. ""Billy"" Dallas",Gunfire,1876-05-30,Quincy Police Department,IL,Illinois
Deputy Sheriff Charles Mayes,Gunfire,1876-06-17,Dawson County Sheriff's Office,NE,Nebraska
City Marshal Isaac H. Mitchell,Gunfire,1876-06-27,Huntington Police Department,WV,West Virginia
Patrolman Louis Gomenginger,Gunfire,1876-07-03,Rochester Police Department,NY,New York
Policeman Henry O'Donnell,Other,1876-07-04,Philadelphia Police Department,PA,Pennsylvania
Patrolman Edward Scott,Assault,1876-07-06,Brooklyn Police Department,NY,New York
Deputy Sheriff B. B. Sullivan,Gunfire,1876-07-07,Caldwell County Sheriff's Office,TX,Texas
Police Officer Benjamin Ellsden,Gunfire,1876-07-13,Newark Police Department,NJ,New Jersey
Police Officer Newton C. Perkins,Gunfire,1876-07-13,Jackson Police Department,TN,Tennessee
Sergeant James McGiven,Other,1876-07-24,New York Municipal Police Department,NY,New York
Policeman William J. Kelly,Other,1876-08-06,Austin Police Department,NV,Nevada
Deputy Sheriff William J. Kelley,Other,1876-08-07,Lander County Sheriff's Office,NV,Nevada
Police Officer Stanley J. Brock,Gunfire,1876-08-08,Newark Police Department,NJ,New Jersey
Police Officer John M. Blake,Heart attack,1876-08-25,Gloucester Police Department,MA,Massachusetts
Deputy Sheriff Samuel B. Martin,Gunfire,1876-09-11,Burnet County Sheriff's Office,TX,Texas
Sheriff Alexander C. Starks,Gunfire,1876-09-29,Rockwall County Sheriff's Office,TX,Texas
Town Marshal James W. Williams,Gunfire,1876-10-01,Orlando Police Department,FL,Florida
Special Policeman Henry William Kaepernick,Gunfire (Accidental),1876-10-03,Faribault Police Department,MN,Minnesota
Deputy Sheriff Robert L. Broaddus,Gunfire,1876-10-17,Montague County Sheriff's Office,TX,Texas
Constable Thomas Godwin,Gunfire,1876-10-22,Tehachapi Police Department,CA,California
City Marshal William T. Flint,Gunfire,1876-11-11,Texarkana Police Department,TX,Texas
Patrolman Patrick McKeon,Other,1876-12-05,Brooklyn Police Department,NY,New York
Constable Charles Faber,Gunfire,1876-12-22,Bent County Sheriff's Office,CO,Colorado
Roundsman Lawrence J. Phelan,Assault,1876-12-27,Brooklyn Police Department,NY,New York
Deputy Sheriff Jackson M. Phillips,Assault,1876-12-29,Bandera County Sheriff's Office,TX,Texas
Police Officer Alpheus D. Neill,Gunfire,1877-02-06,Waco Police Department,TX,Texas
Keeper Harvey A. Casler,Assault,1877-02-08,New York State Department of Correctional Services,NY,New York
Deputy Marshal Henry H. Hughes,Gunfire,1877-02-10,Independence Police Department,MO,Missouri
